,id,name,fans,性别,星座,出生日期,出生地,职业,更多外文名,更多中文名,家庭成员,imdb编号,生卒日期,去世日期
3441,1320012,桂楠 Nan Gui,3,男,,,中国,配音,,,,,,
3442,1320013,翟巍 Wei Zhai,58,,水瓶座,1981年02月01日,"中国,上海",配音 / 演员,,,,,,
3443,1320014,海帆 Fang Hai,9,男,,,中国,配音,,,,,,
3444,1320017,张优优 Youyou Zhang,6,,,,,编剧,,,,,,
3445,1320018,麦咏麟 Gary Wing-Lun Mak,42,男,,,,导演 / 演员 / 编剧,,麥詠麟,,,,
3446,1320019,邓子山 Zishan Deng,1,,,,,编剧,,,,,,
3447,1320021,郑真 Zhen Zheng,4,女,,1977年,,导演 / 编剧,,,,,,
3448,1320022,王凌涵 Linghan Wang,1,女,,,,编剧 / 导演,,,,,,
3449,1320023,张如意 Ruyi Zhang,25,女,双子座,1987年06月15日,,演员,,,,,,
3450,1320026,张建广 Jianguang Zhang,2,男,,1954年,"中国,山东,济南",编剧,,,,,,
3451,1320030,黄军 Jun Huang,13,男,白羊座,1954年03月26日,,导演 / 编剧 / 制片人,,,,,,
3452,1320031,陈烨 Ye Chen,1,男,,,,演员,,,,,,
3453,1320032,周骏 Jun Zhou,2,,水瓶座,1983年01月22日,中国,演员,,,,,,
3454,1320033,蒲乐童 Yuetong Pu,0,,,,,演员,,,,,,
3455,1320035,夏添 Tian Xia,27,,天秤座,1980年10月16日,湖南省郴州市,演员,,,,,,
3456,1320036,兰颖 Ying Lan,3,,,,,演员,,,,,,
3457,1320037,娅楠 Nan Ya,2,,,,,编剧,,,,,,
3458,1320038,宋茶茶 Chacha Song,7,,,,,演员,,,,,,
3459,1320039,任泽巍 Zewei Ren,13,男,,,山东,演员,,,,,,
3460,1320042,靳德茂 De-mao Jin,27,男,,,,演员 / 导演 / 副导演,,,,,,
3461,1320077,董亚春 Yachun Dong,111,男,白羊座,1960年03月28日,"中国,北京",导演,,,,,,
3462,1320078,洪涛 Tao Hong,107,男,金牛座,1965年04月24日,"中国,湖南,株洲",导演 / 制片人,,贺洪(本名),,,,
3463,1320079,王戈洪 Gehong Wang,2,男,,,,编剧,,,,,,
3464,1320081,高冬平 Dongping Gao,93,男,,,中国，北京,演员,,,,,,
3465,1320090,周友朝 Youchao Zhou,37,男,,,,导演 / 编剧,,,,,,
3466,1320096,鲁伯特·桑德斯 Rupert Sanders,187,男,双鱼座,1971年03月16日,"英国,伦敦",导演 / 演员 / 制片人 / 编剧,,鲁伯特.山德斯 / 鲁珀特·桑德斯,,,,
3467,1320107,郑秀妍 Jessica Jung,2175,女,白羊座,1989年04月18日,"美国,加利福尼亚,旧金山",演员,제시카(本名) / 정수연 / Jung Suyeon / Jung Sooyeon,杰西卡,郑秀晶(妹),,,
3468,1320110,余庆 Qing Yu,158,男,双鱼座,1989年03月05日,"中国,四川",导演 / 编剧 / 演员 / 剪辑 / 摄影,,,,,,
3469,1320120,乔·斯派茨 Jon Spaihts,67,男,,,,编剧 / 制片人,,,Johanna Watts(妻),,,
3470,1320152,蒋开诗 Jeffrey Chiang,0,男,,,,导演 / 编剧,,,,,,
3471,1320184,陈健 Jian Chen,0,男,,,,导演,,,,,,
3472,1320185,邱苏滨 Subin Qiu,0,,,,,编剧,,,,,,
3473,1320190,李骏 Jun Li,349,,,1966年,无,导演 / 编剧,,,,,,
3474,1320198,马敬涵 Jinghan Ma,88,男,水瓶座,1982年02月08日,"中国,辽宁,丹东",演员,,马文龙,,,,
3475,1320202,李学兵 Xuebing Li,1,,巨蟹座,1971年07月09日,,编剧 / 导演,,,,,,
3476,1320204,邬祯琳 Zhenlin Wu,6,女,,,"中国,湖北,武汉",演员,,,,,,
3477,1320205,艾俊龙 Junlong Ai,0,男,水瓶座,1986年02月14日,,演员,,,,,,
3478,1320218,梦枕貘 Baku Yumemakura,971,男,摩羯座,+1951年01月01日,"日本,神奈川,小田原",编剧 / 演员,Yumemakura Baku / 夢枕獏 / ゆめまくら ばく） / Yoneyama Mineo,米山峰夫,,,,
3479,1320227,马丁·克拉普 Martin Clapp,0,男,,,,导演,,,,,,
3480,1320228,吉茜·米 Kizzy Mee,0,女,,,,配音,,,,,,
3481,1320229,杰米·穆恩斯 Jamie Munns,0,男,,,,配音,,,,,,
3482,1320242,宫正楠 Zhengnan Gong,64,男,天秤座,1984年10月17日,"中国,山东,烟台",演员,,宫晓(又名) / 宫翔熙,,,,
3483,1320265,陈乔希 Qiaoxi Chen,48,,,,,演员,Lachelle Chan,陈扬(原名),,,,
3484,1320269,张龄心 Lingxin Zhang,820,女,白羊座,1981年03月28日,"中国,上海",演员 / 编剧,,张佳蓓(原名),,,,
3485,1320272,公里 Gong Li,0,,,,,编剧,,,,,,
3486,1320278,蒋丹 Dan Jiang,8,女,,,中国 云南,编剧,,,,,,
3487,1320282,韩炜 Wei Han,1,男,,1967年,,编剧,,,,,,
3488,1320284,李伟 Wei Li,50,男,,,,摄影 / 导演,,,,,,
3489,1320285,黄杨 Yang Huang,120,女,水瓶座,1983年02月14日,"中国,安徽,宣城",演员,,,无,,,
3490,1320286,吴其江 Qijiang Wu,163,男,天蝎座,1978年10月31日,,演员,,吴炜(曾用名),,,,
3491,1320287,宋禹 Yu Song,26,男,,,,演员,,,,,,
3492,1320300,龚洁 Jie Gong,97,女,,,,演员,,,,,,
3493,1320305,申捷 Jie Shen,217,男,,1975年,"中国,北京",编剧,,,,,,
3494,1320323,孙武 Wu Sun,6,男,摩羯座,1984年12月31日,"中国,辽宁,丹东",编剧 / 导演,Kurt,,,,,
3495,1320349,林菁菁 Jingjing Lin,49,女,,,,编剧 / 导演 / 剪辑 / 摄影 / 副导演,Vivian Lynn,,,,,
3496,1320350,杨采钰 Ora,6180,女,天秤座,1992年09月28日,"中国,湖北,武汉",演员 / 音乐,Oraphan,,陈金飞(男友),,,
3497,1320370,吴宗强 Zongqiang Wu,4,男,,1979年07月,江苏,导演 / 编剧,,,,,,
3498,1320397,吴安和 Aun-Hoe Goh,0,,,,,导演 / 制片人,Aun Hoe Gou,,,,,
3499,1320404,任学海 Xuehai Ren,23,男,金牛座,1953年04月24日,,演员,,,,,,
3500,1320408,赵多娜 Duo-na Zhao,274,女,处女座,1987年08月24日,"中国,湖南",演员,Donna,,,,,
3501,1320448,金丰 Feng Jin,1166,女,,,"中国,天津",演员,,,,,,
3502,1320452,张光 Gwang Jang,327,男,摩羯座,1952年01月05日,,演员 / 配音,장광,,,,,
3503,1320453,刘循子墨 Xunzimo Liu,4138,男,天秤座,1986年10月12日,中国，北京,演员 / 导演 / 编剧 / 美术 / 配音,,,刘咏阁(父),,,
3504,1320458,李立宏 Lihong Li,968,男,,1965年,"中国,北京",配音 / 演员,,,,,,
3505,1320460,郭佳伟 Jiawei Guo,23,女,,,,演员,,,,,,
3506,1320461,莫熙儿 Xi-er Mo,253,,,1990年,"中国,河南,洛阳",演员 / 编剧,Winnie,熙儿 / 赵予熙,,,,
3507,1320462,王紫潼 Zitong Wang,192,女,金牛座,1987年05月10日,"中国,湖北,荆州",演员,,,,,,
3508,1320464,田晓天 Xiaotian Tian,105,,双鱼座,1988年02月27日,中国,演员,,,,,,
3509,1320465,张德晖 Dehui Zhang,20,男,,07月06日,"中国,辽宁",演员 / 动作特技 / 导演,,,Audrey Ottaviano (妻),,,
3510,1320466,蔡蝶 Die Cai,231,女,天蝎座,1990年11月10日,"中国,上海,嘉定",演员,Daisy Choi,,,,,
3511,1320478,孙树培 Shu-Pei Sun,88,男,,,,演员 / 导演 / 动作特技,,,,,,
3512,1320512,樊蕊 Rui Fan,87,女,金牛座,1983年04月27日,"中国,北京",演员,,,张默(前男友),,,
3513,1320517,沈芳熙 Fangxi Shen,57,女,双子座,1991年06月20日,中国,演员,,,,,,
3514,1320521,马晓辉 Xiaohui Ma,13,男,天秤座,1987年10月20日,"中国,甘肃,临潭",演员 / 导演 / 编剧,,,,,,
3515,1320522,章贺 He Zhang,291,男,天蝎座,1973年11月08日,上海杨浦区,演员,,,郭柯宇(前妻),,,
3516,1320526,童飞 Kimmy Tong,2784,女,双鱼座,1990年03月08日,"中国,山东,潍坊",演员,Kimmy,童菲 / 陈童菲,,,,
3517,1320535,张新武 Xinwu Zhang,2,男,,,,导演 / 演员 / 编剧,,,,,,
3518,1320536,艾尚真 Shangzhen Ai,522,,处女座,1988年09月09日,中国  广东  深圳,演员,Charmaine Xu,徐萌(本名),,,,
3519,1320537,秦梦擎 Meng-qin Qin,30,女,双子座,1986年06月12日,中国吉林,演员,,,,,,
3520,1320540,徐麒雯 Qiwen Xu,150,女,狮子座,1983年07月29日,"中国,浙江,杭州",演员,amber,鬼马小精灵(昵称) / 卡西(网名),徐怡(本名),,,
3521,1320543,张旭 Xu Zhang,31,男,,,"中国,北京",演员,,张紫程,,,,
3522,1320544,李海洋 Haiyang Li,5,男,,,,编剧 / 导演,,李准,,,,
3523,1320547,潘元甲 Yuanjia Pan,21,,双子座,1987年06月04日,"中国,山东,济南",演员,,,,,,
3524,1320548,张小婉 Xiaowan Zhang,86,女,天蝎座,1991年11月12日,"中国,河南,郑州",演员,,,,,,
3525,1320549,吴克刚 Kegang Wu,1,男,,,,演员,,,,,,
3526,1320572,宋方 Fang Song,281,女,,,,导演 / 编剧 / 剪辑 / 演员 / 美术,,,,,,
3527,1320574,刘江波 Jiangbo Liu,4,男,射手座,1991年12月08日,山西,演员,star,波波,爸爸  妈妈  妹妹,,,
3528,1320579,樊锦霖 Jinlin Fan,76,女,白羊座,1987年04月06日,中国北京,演员,,樊锦琳,,,,
3529,1320580,阿来 A Lai,1831,男,,,"中国,四川,马尔康",演员 / 编剧 / 制片人,,,,,,
3530,1320581,杨非凡 Feifan Yang,85,,白羊座,1989年04月09日,"中国,上海",演员,Candy,,,,,
3531,1320588,陈涛 Tao Chen,45,男,,1979年,河北,导演 / 编剧 / 演员 / 剪辑 / 配音,,,,,,
3532,1320592,余心恬 Xintian Yu,370,,射手座,1990年12月20日,"中国,浙江,杭州",演员,Vicky,,,,,
3533,1320593,权聆 Ling Quan,66,女,,,"中国,重庆,江津",导演 / 编剧,,,,,,
3534,1320626,刘可欣 Kexin Liu,19,,金牛座,1978年04月23日,中国，北京,编剧 / 导演 / 配音,,火龙小兽,,,,
3535,1320627,宣晓鸣 Xiaoming Xuan,53,男,,,,配音 / 演员 / 副导演,,,,,,
3536,1320628,周志强 Zhiqiang Zhou,13,男,,,,配音,,,,,,
3537,1320629,乔诗语 Shiyu Qiao,465,女,狮子座,1986年08月03日,"中国,山东,青岛",配音 / 演员 / 副导演,,乔诗雨 / 乔石雨,,,,
3538,1320632,张杰 Jie Zhang,3275,男,射手座,1978年11月27日,"中国,北京",配音 / 演员 / 导演 / 副导演,Ketsu,阿杰 / 杰大,,,,
3539,1320638,代雁 Yan Dai,2,男,,,,编剧,,,,,,
3540,1320641,乙福海 Fu-hai Yi,3,男,,,,编剧,,,,,,
3541,1320665,竹原青 Yuan Qing,145,女,,1987年07月,"中国,北京",导演 / 编剧 / 演员 / 剪辑,Sissi Deng,邓筱溪,,,,
3542,1320676,卢正雨 Zhengyu Lu,2519,男,天秤座,1983年09月23日,"中国,湖南,安化",编剧 / 导演 / 演员 / 剪辑 / 副导演,Lou Zeng Jyu,,,,,
3543,1320688,刘仁英 In-yeong Yu,458,女,摩羯座,1984年01月05日,韩国，首尔,演员 / 编剧,유인영,柳仁英,,,,
3544,1320745,秦子越 Ziyue Qin,185,,处女座,1987年09月13日,"中国,辽宁,抚顺",演员,,,聂远(夫) / 天天(女),,,
3545,1320747,夏伟 Daniel Hsia,22,男,,,,编剧 / 导演 / 演员,,,,,,
3546,1320748,赵林山 Linshan Zhao,20,男,,1975年,"中国,吉林,榆树",导演 / 编剧,,,,,,
3547,1320749,沈建宏 Jianhong Shen,34,男,天蝎座,1992年11月09日,"中国台湾,台北",演员,Kris,,,,,
3548,1320751,周童童 Tongtong Zhou,15,女,射手座,1986年12月10日,中国山东枣庄,演员,,,,,,
3549,1320759,明晓溪 Xiaoxi Ming,154,女,双子座,5月24日,"中国,山东",编剧,,,,,,
3550,1320763,文伟鸿 Jazz Boon,191,男,金牛座,1975年05月06日,,导演 / 编剧 / 演员 / 制片人,Wai Hung Man,,,,,
3551,1320767,鲍伟聪 Alex Pao,52,男,,,,编剧 / 导演 / 演员,Pau Wai Chung,,,,,
3552,1320774,朱镜祺 Kang Kei Chu,41,,,,中国香港,编剧 / 导演,Kang Ki Chu,,刘小群(妻),,,
3553,1320775,梁恩东 Yan-Tung Leung,14,男,,,,编剧 / 演员,,,,,,
3554,1320784,刘序浩 Xuhao Liu,7,男,,,中国台湾,演员 / 制片人 / 编剧,Firebird Liu,火鸟(昵称),,,,
3555,1320789,虞小卉 Hsiao-Hui Yu,16,女,天秤座,1975年09月29日,中国台湾,演员 / 编剧 / 制片人,,虞晓卉,蔡岳勋(夫) / 蔡淳羽(子) / 蔡丰泽(子) / 蔡牧霏(女) / 蔡昀霏(女),,,
3556,1320809,刘毅 Yi Liu,56,男,,1972年,"中国,重庆",编剧 / 演员 / 导演,,,,,,
3557,1320811,张巍 Wei Zhang,285,女,巨蟹座,1977年06月27日,"中国,陕西,西安",编剧 / 制片人 / 其它,,张溦溦 / 溦溦张,,,,
3558,1320816,刘晗 Han Liu,5,男,,,,编剧 / 演员,,,李晗(妻),,,
3559,1320818,李威 Wei Li,2,男,,,,编剧,,,,,,
3560,1320823,曲瓅男 Linan Qu,4,男,,,,摄影 / 编剧 / 演员 / 导演,,昂昂炫道 / 曲砾男 / 曲立男,,,,
3561,1320824,非行 Fei Xing,436,男,射手座,1970年12月06日,"中国,安徽",导演 / 编剧,,李文兵(本名),丁子烁(妻),,,
3562,1320825,孔令晨 Lingchen Kong,6,男,,,,导演 / 编剧,,,,,,
3563,1320827,甄栢荣 Yan Pak Wing,13,男,,,,编剧 / 演员 / 导演,,甄柏荣,,,,
3564,1320828,张海靖 Hoi-Ching Cheung,16,,,,中国，广东，新会,编剧 / 导演,,,,,,
3565,1320829,洪成昌 Chris Hong,2,男,双鱼座,1974年03月16日,"台湾,台中县",导演 / 编剧,,,,,,
3566,1320834,康晋荣 Chin-Jung Kang,52,男,双子座,1967年05月28日,"中国台湾,高雄",演员 / 导演 / 编剧,,康康(艺名),,,,
3567,1320845,邱箫婵 Xiaochan Qiu,213,,水瓶座,1991年01月28日,"中国,安徽,合肥",演员,Chaney,晨妮 (艺名),,,,
3568,1320856,李欣 Xin Li,40,男,,1969年,"中国,上海",导演 / 编剧,Xin Lee,,,,,
3569,1320873,李金哲 Jinzhe Li,5,男,,,湖北武汉,演员,,,,,,
3570,1320874,刘欢 Huan Liu,581,男,金牛座,1981年05月03日,"中国,黑龙江,哈尔滨",演员,,刘欢,,,,
3571,1320875,鲍大志 Dazhi Bao,138,男,,1962年,"中国,北京",演员 / 配音,,,,,,
3572,1320878,海涛 Tao Hai,72,男,,,,导演 / 编剧,,,,,,
3573,1320881,程耳 Er Cheng,7812,男,狮子座,1976年08月17日,中国,导演 / 编剧 / 剪辑,,,,,,
3574,1320883,巴森 Mijid Baasanjav,197,男,,,新疆博尔塔拉,演员,Basen Zhabu,巴森扎布(本名),,,,
3575,1320889,高博 Bo Gao,21,,金牛座,1987年04月26日,"中国,辽宁,沈阳",导演 / 编剧 / 演员 / 剪辑,,,,,,
3576,1320890,耿国鑫 Guoxing Geng,5,男,,,,编剧,,,,,,
3577,1320891,黄英 Ying Huang,51,女,水瓶座,1989年01月28日,"中国,四川,渠县,天星镇",演员 / 音乐,,,曹帅(夫),,,
3578,1320909,朱苹 Ping Zhu,4,女,白羊座,1958年04月11日,"中国,江苏,南京",编剧,,,,,,
3579,1320916,赵宇 Yu Zhao,7,男,双子座,1982年06月01日,,导演 / 演员 / 编剧,,,,,,
3580,1320930,顾小白 Xiaobai Gu,281,男,摩羯座,1977年01月12日,河南邓州,编剧 / 演员,,无,,,,
3581,1320931,顾峥 Zheng Gu,105,男,,,,编剧 / 演员 / 副导演,,宝宝,,,,
3582,1320932,李潇 Xiao Li,223,女,,1981年03月,"中国,山东,济南",编剧 / 制片人 / 其它,,,于淼(夫),,,
3583,1320945,张全欣 John Cheung,10,男,,,,导演 / 制片人 / 编剧 / 其它,Quanxin Zhang,,,,,
3584,1320946,江约诚 Johnnie Kong Yeuk-Sing,158,,,,中国，香港,副导演 / 演员 / 制片人 / 导演 / 编剧,,,,,,
3585,1320952,张加贝 Jiabei Zhang,15,男,,,,导演 / 编剧 / 制片人,,,,,,
3586,1320955,王坪 Ping Wang,28,男,,1956年,"中国,山东,荣成",导演 / 编剧,,,,,,
3587,1320957,刘宝贤 Bowie Lau,19,男,,,,导演 / 制片人 / 演员 / 编剧 / 副导演,,,,,,
3588,1320958,卓立 Li Cho,8,男,,,中国台湾,导演 / 其它 / 制片人 / 编剧,,,,,,
3589,1320960,简士耕 Shi-Geng Jian,25,男,处女座,1980年09月05日,"中国台湾,台北",编剧,,,,,,
3590,1320965,梁德森 Tak-Sam Leong,15,,,,,编剧 / 导演,,,,,,
3591,1320966,张敏 Aman Chang,87,男,射手座,1963年11月30日,中国香港,导演 / 编剧,,,,,,
3592,1320971,颢然 Ran Hao,11,男,,,中国北京,导演 / 编剧,,,,,,
3593,1320972,钱国伟 Wilson Chin,65,男,白羊座,,"中国,香港",导演 / 演员 / 制片人 / 编剧 / 副导演,Wilson Chin Kwok-wai,,陈宛蔚（妻）,,1962年04月09日 至 2020年10月27日,
3594,1320975,胡学林 Steve Woo,1,,,,,导演 / 编剧,,,,,,
3595,1320983,岳松 Song Yue,183,男,水瓶座,1985年02月06日,"中国,山东",演员 / 导演 / 编剧,,,,,,
3596,1320984,钟雷 Lei Zhong,6,男,,1978年,"中国,山东,临沂,费县",演员,,,,,,
3597,1320985,沈诚 Cheng Shen,1,男,,,,编剧,,,,,,
3598,1320987,康恩 En Kang,0,男,,,,演员,,,,,,
3599,1320988,杨建平 Jianping Yang,44,男,水瓶座,1986年01月27日,湖南常德汉寿县,演员,,,姜华,,,
3600,1320989,杨骏 Jun Yang,29,男,射手座,1980年12月12日,"中国,山西,临汾",演员,,杨俊平,,,,
3601,1320991,陈卓 Zhuo Chen,143,男,巨蟹座,1978年07月16日,"中国,湖南,长沙",编剧 / 导演 / 演员,,,尹雅宁（妻）,,,
3602,1321001,念贤儿 Xianer Nian,16,女,,,中国辽宁丹东,演员,,,,,,
3603,1321008,吕晓霖 Xiaolin Lü,4102,女,双子座,1984年06月20日,"中国,上海",演员,,吕晓林,,,,
3604,1321009,张维娜 Weina Zhang,642,女,巨蟹座,1990年06月22日,"中国,湖北,武汉",演员,Vina Zhang,张娜(本名),,,,
3605,1321054,杨真鉴 Zhenjian Yang,20,男,,1966年,"中国,宁夏",编剧 / 制片人 / 美术,,,,,,
3606,1321055,檀健次 Jianci Tan,7388,男,天秤座,1990年10月05日,"中国,广西,北海",演员 / 其它,,檀兮尔,,,,
3607,1321058,袁嘉敏 Candy Ka-Man Yuen,3031,女,天蝎座,1984年10月28日,中国香港,演员,,,,,,
3608,1321097,曹艳艳 Yanyan Cao,301,女,天蝎座,1975年11月20日,中国北京,演员,,,,,,
3609,1321098,鲁诺 Nuo Lu,572,男,白羊座,1987年03月29日,中国，吉林，长春,演员 / 配音,Lenox,,,,,
3610,1321108,李艺科 Yike Li,35,男,,,,演员,,,,,,
3611,1321110,张隽溢 Junyi Zhang,122,男,双子座,1983年05月21日,"中国,辽宁,大连",演员,,张念骅(本名),,,,
3612,1321111,大左 Da Zuo,415,男,狮子座,1985年07月29日,"中国,安徽,池州",演员 / 主持人,Ryan,左大建(本名),,,,
3613,1321145,贾致刚 Zhigang Jia,38,男,,,"中国,辽宁,沈阳",演员 / 编剧,,贾致罡,,,,
3614,1321149,蔡鸿翔 Hongxiang Cai,100,男,,1946年,"中国,北京",演员 / 副导演,Cai Hongxiang,,,,,
3615,1321150,陆虎 Hu Lu,54,男,金牛座,1986年04月24日,"河南,周口",演员 / 配音 / 导演,,虎子,,,,
3616,1321152,于淼 Miao Yu,150,男,,,,编剧 / 导演 / 制片管理,,,,,,
3617,1321153,彭杨 Yang Peng,593,女,天蝎座,1987年11月14日,四川 成都,演员,,,,,,
3618,1321154,陈一娜 Yina Chen,67,,白羊座,1988年04月13日,"中国,浙江,嵊州",演员,,陈昭羽,,,,
3619,1321155,任珈锐 Jiarui Ren,463,女,金牛座,1982年05月15日,"中国,浙江,温州",演员,,任斯璐,吴瀚(夫),,,
3620,1321157,杨健 Jian Yang,73,女,,,,编剧 / 演员,,,,,,
3621,1321164,李海蜀 Haishu Li,85,女,,1977年,"中国,云南,通海",编剧 / 导演,,,,,,
3622,1321166,凌纾 Shu Ling,72,男,,1941年,"中国,湖南,长沙",编剧 / 导演,,凌纡,,,,
3623,1321185,王晶 Jing Wang,92,女,,1981年,"中国,山西,稷山",导演 / 编剧 / 剪辑,,,,,,
3624,1321187,付梦妮 Mengni Fu,287,女,巨蟹座,1989年06月25日,"中国,贵州,贵阳",演员,,,,,,
3625,1321200,路阳 Yang Lu,4469,男,,1979年,"中国,北京",导演 / 编剧 / 演员 / 制片人 / 副导演,,,路海波,,,
3626,1321201,梁超 Chao Liang,11,男,,,,演员 / 导演 / 制片人 / 主持人 / 编剧,,,,,,
3627,1321206,赵聪 Cong Zhao,165,女,摩羯座,1984年1月1日,中国，安徽，蚌埠,演员 / 导演 / 编剧,,聪聪,,,,
3628,1321222,张立宪 Lixian Zhang,668,男,天蝎座,1969年11月06日,"中国,河北,赵县",演员 / 编剧,,老六,,,,
3629,1321223,作业本 Zuoyeben,261,男,,,,演员 / 编剧 / 导演,,孙杰,,,,
3630,1321224,王小山 Xiaoshan Wang,68,男,,,,演员 / 导演 / 编剧,,,,,,
3631,1321227,孔二狗 Ergou Kong,230,男,摩羯座,1981年01月08日,中国,演员 / 编剧 / 导演,,孔祥照(本名),,,,
3632,1321229,白燕升 Yansheng Bai,29,男,双子座,1968年05月23日,"中国,河北,沧州,黄骅",演员 / 导演 / 主持人,,,,,,
3633,1321234,张晔子 Yezi Zhang,535,女,水瓶座,1988年02月02日,"中国,北京,海淀",演员,,,张潮(父) / 刘晓莉(母),,,
3634,1321248,孔庆三 Qingsan Kong,38,,双鱼座,1960年03月06日,"中国,北京",演员,,,,,,
3635,1321249,高海诚 Haicheng Gao,6,男,,,沈阳,演员,Gavin,高峰,,,,
3636,1321250,刘广雄 Guangxiong Liu,0,,,,,编剧,,,,,,
3637,1321252,关新伟 Xinwei Guan,3,男,,,,演员,,,,,,
3638,1321266,游思涵 Sihan You,1,,,,,编剧,,,,,,
3639,1321267,田二喜 Erxi Tian,15,,,1955年,中国，辽宁,配音 / 演员,,,田成仁（父）,,,
3640,1321268,吴迪 Di Wu,37,男,,,"中国,内蒙古",演员 / 编剧,,,,,,
3641,1321273,刘无 Wu Liu,0,,,,,编剧,,,,,,
3642,1321274,武志刚 Zhigang Wu,0,男,,,,编剧,,,,,,
3643,1321276,田征 Zheng Tian,25,男,,,,演员,,,,,,
3644,1321277,李明明 Mingming Li,10,,,,,编剧 / 导演,,,,,,
3645,1321279,温瑞安 Ruian Wen,316,男,摩羯座,1954年01月01日,"马来西亚,霹雳州",编剧,WOON Swee Oan,,,,,
3646,1321280,泳群 Qun Yong,12,女,,,,编剧,,木子泳群(曾用笔名),,,,
3647,1321288,杜沁怡 Qinyi Du,68,,天秤座,1983年09月30日,"中国,天津",演员,,杜长蕊,邱彦博(夫),,,
3648,1321292,姚懿宸 Yichen Yao,52,女,金牛座,1983年05月14日,"中国,上海",演员,,姚懿纯(本名) / 姚郑夷(本名),,,,
3649,1321296,包文婧 Wenjing Bao,708,女,巨蟹座,1987年07月10日,"中国,辽宁",演员,,包婧(曾用名),包贝尔(夫),,,
3650,1321304,黄柏钧 Denny Huang,273,男,狮子座,1982年07月26日,"美国,得克萨斯州",演员,,黄立,,,,
3651,1321340,黄彦威 Yanwei Huang,19,男,,,"中国,江苏,南京",编剧 / 导演,,,,,,
3652,1321347,黄苇 Wei Huang,21,女,,,,编剧,,,,,,
3653,1321359,陈静仪 Mia Chan,552,,摩羯座,1989年01月09日,中国香港,演员,,港版leah dizon,,,,
3654,1321361,黄国辉 Kowk Fai Huang,46,男,,,,编剧 / 导演,,,,,,
3655,1321381,马泰 Tzi Ma,506,男,双子座,1962年06月10日,"中国,香港",演员,that man,马泰,Christina Ma(妻),,,
3656,1321388,杜十五 ShiWu Du,32,女,狮子座,1984年08月15日,"中国,重庆",演员,,,,,,
3657,1321437,徐立 Li Xu,213,女,水瓶座,1984年02月09日,"中国,安徽,安庆",演员 / 制片人,,米粒(昵称),,,,
3658,1321488,冯志强 Chi Keung Fung,154,,,,中国香港,编剧 / 导演 / 演员 / 副导演,Fung Chih-chiang,,,,,
3659,1321492,章雯淇 Wenqi Zhang,88,女,白羊座,1981年04月03日,中国浙江,演员,,章萍(曾用名) / 章西西(曾用名),,,,
3660,1321514,金圭烷 Kyu-Wan Kim,5,男,,1967年,釜山,编剧,김규완,金圭莞 / 金圭浣,,,,
3661,1321541,王海平 Haiping Wang,19,,,,,演员,,,,,,
3662,1321558,韦玮 Wei Wei,29,,,1963年,,演员 / 配音,,,,,,
3663,1321564,陆一铜 Yitong Lu,17,男,白羊座,1963年03月30日,"中国,北京",演员 / 导演 / 编剧,,陆一同,,,,
3664,1321565,张诗絮 Shixu Zhang,11,女,天秤座,1988年10月16日,中国安徽毫州,演员,katherine,小絮（昵称）,,,,
3665,1321566,左腾云 Tengyun Zuo,42,男,射手座,1980年11月22日,,演员,,,,,,
3666,1321568,马史 Shi Ma,48,男,,1984年,"中国,新疆",编剧 / 导演 / 剪辑 / 演员 / 美术,Mars,,,,,
3667,1321572,林津锋 Jinfeng Lin,16,男,白羊座,1965年04月15日,福建莆田仙游,演员,,,,,,
3668,1321573,赵岭 Ling Zhao,105,男,双鱼座,1974年02月24日,"中国,江苏,常州",配音 / 演员,,,,,,
3669,1321587,王智 Zhi Wang,7211,女,狮子座,1983年07月29日,"中国,辽宁,鞍山",演员,Kungfu Angel,瑄瑄(昵称) / 紫瑄(昵称) / 紫紫(昵称) / 王紫瑄(曾用名),尤奕(夫),,,
3670,1321588,于东江 Dongjiang Yu,12,男,,,"中国,山东,烟台",演员,,,,,,
3671,1321589,李梦男 Mengnan Li,97,男,天秤座,1968年10月09日,"中国,河南,洛阳",演员 / 导演 / 制片人,,,王晴(妻),,,
3672,1321596,郑宁 Ning Zheng,1,女,,,,演员 / 编剧 / 导演,,宁子,,,,
3673,1321597,崔彬斌 Binbin Cui,7,,天秤座,1991年10月14日,中国，河南，周口,演员,,,,,,
3674,1321605,王明军 Mingjun Wang,14,男,,,,导演 / 副导演 / 编剧,,,,,,
3675,1321606,胡彩虹 Caihong Hu,119,,,,"中国,山西",演员,,,,,,
3676,1321607,马刚 Gang Ma,2,,,,,演员 / 其它,,,,,,
3677,1321608,张卫平 Weiping Zhang,0,,,,,编剧,,,,,,
3678,1321609,孙启鹏 Qipeng Sun,0,,,,,演员,,,,,,
3679,1321610,李宗全 Zongquan Li,0,,,,,演员,,,,,,
3680,1321613,朱晓渔 Xiaoyu Zhu,152,男,双子座,1979年06月21日,"中国,重庆",演员,,,,,,
3681,1321614,郑京虎 Kyeong-ho Jeon,11,男,双鱼座,1972年03月17日,,演员,정경호(本名),郑敬和 / 郑京浩 / 郑京宝,,,,
3682,1321618,傅咏 Yong Fu,1,男,,,,导演 / 编剧,,,,,,
3683,1321619,朱林 Lin Zhu,4,男,处女座,1977年09月21日,"中国,陕西,西安",编剧,,感冒（笔名）,,,,
3684,1321630,温超 Chao Wen,35,男,水瓶座,1988年02月06日,"中国,广东,广州",演员,wen qiu,,,,,
